Vardas              Pavarde                 ND1   ND2   ND3   ND4   ND5   Egz.  
Vardas5084          Pavarde5084              2    10     5     0     2     1
Vardas5085          Pavarde5085              5     8     7     5     6     7
Vardas5086          Pavarde5086              6     8    10    10     5     7
Vardas5087          Pavarde5087             10     4     5     3     7     6
Vardas5088          Pavarde5088              7     4    10     0     8    10
Vardas5089          Pavarde5089              5     7     1     1    10     1
Vardas5090          Pavarde5090              2     6     6     0    10     4
Vardas5091          Pavarde5091              5     5     3     2     8     2
Vardas5092          Pavarde5092              6     5     3     2     2     2
Vardas5093          Pavarde5093              6     6     6     6     0     8
Vardas5094          Pavarde5094              4    10     1     5    10     7
Vardas5095          Pavarde5095              9     5    10     1     7     2
Vardas5096          Pavarde5096              3     7     2     3     5     2
Vardas5097          Pavarde5097              8    10     7     1     0     3
Vardas5098          Pavarde5098              1     3    10     0     3     2
Vardas5099          Pavarde5099             10     9     7     6     5     7
Vardas5100          Pavarde5100             10     0     9     0     9     1
Vardas5101          Pavarde5101              5     4     6     5     9     6
Vardas5102          Pavarde5102              1     0     2     9     2     4
Vardas5103          Pavarde5103              6     2     6     1     1    10
Vardas5104          Pavarde5104              5    10     9    10     4     0
Vardas5105          Pavarde5105              5     6     9     6    10     1
Vardas5106          Pavarde5106              8     9     7     2     6     6
Vardas5107          Pavarde5107              0     2    10    10    10     4
Vardas5108          Pavarde5108              5     0     8    10     7     7
Vardas5109          Pavarde5109              3     5     8     5     8     9
Vardas5110          Pavarde5110              9     4     3     6     1     0
Vardas5111          Pavarde5111             10     4     8     7     0    10
Vardas5112          Pavarde5112              7     1     0     2     5    10
Vardas5113          Pavarde5113              1     8     7     5     2     8
Vardas5114          Pavarde5114              9     7    10     6     5     4
Vardas5115          Pavarde5115              2     9     6    10     0     0
Vardas5116          Pavarde5116              7     4     2     6     4    10
Vardas5117          Pavarde5117              4     1     4     6     8     5
Vardas5118          Pavarde5118              3     3     1     1     8     7
Vardas5119          Pavarde5119              1     9     6     0     2     3
Vardas5120          Pavarde5120              1     4     4    10     3     8
Vardas5121          Pavarde5121              3     5     7     3     7     6
Vardas5122          Pavarde5122              5     9     9     1    10     2
Vardas5123          Pavarde5123              7     7     6     2     4     9
Vardas5124          Pavarde5124              3     0     0     9     9     5
Vardas5125          Pavarde5125              9     4     6    10     0     9
Vardas5126          Pavarde5126              3     0     1     4     4    10
Vardas5127          Pavarde5127              8     6     2     7     3     8
Vardas5128          Pavarde5128              3     8     8     4     6     8
Vardas5129          Pavarde5129              2     5     2     1     4     6
Vardas5130          Pavarde5130              1     5     3     3     0     8
Vardas5131          Pavarde5131              4     3     2     9     4     2
Vardas5132          Pavarde5132              9     8     7     0     0     6
Vardas5133          Pavarde5133              0     2     3     9     7     3
Vardas5134          Pavarde5134              3    10     3    10     9     4
Vardas5135          Pavarde5135              0     1     1     0     4    10
Vardas5136          Pavarde5136              2     1     7     2    10     3
Vardas5137          Pavarde5137              5     7     0     8     1     6
Vardas5138          Pavarde5138              9     7     3     6    10     2
Vardas5139          Pavarde5139              6     6     3     9     1     2
Vardas5140          Pavarde5140              6     6     6     5     8     7
Vardas5141          Pavarde5141              9     5    10    10     0     6
Vardas5142          Pavarde5142              6     2     2     7     7     5
Vardas5143          Pavarde5143              2     1     0     2     3     6
